BranchCode,SiteCode,FleetCode,CustomerCode,ModelCode,AssetName,SerialNumber,RegistrationCounter,ComponentCode,ModifierCode,TaskTypeCode,TaskCounterCode,StrategyTaskDescription,FrequencyValue,LifeToDateValue,PrimaryPartNumberCode,NextPartNumberCode,SourceOfSupplyCode,StrategyUOMCode,StrategyUsageValue,NewStrategyUsageValue,StrategyDate,NewStrategyDate,SalesStatusCode,ReviewStatusCode,PartClassificationCode,SalesLostReasonCode,SalesStatusCommentsNote,PurchaseOrderNumber
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F CMD,DT5316 - RBT00177,0RBT00177,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,10551,5632134X,5632134XCCR,503,H,65753,,20260712,20260712,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  BHP RLEP DATE AND PART NUMBERPer CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;BHP RLEP DATE AND PART NUMBER DO NOT DELETEBHP RLEP DATE AND PART NUMBER DO NOT DELETE BHP RLEP DATE AND PART NUMBER DO NOT DELETE,MR09379
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Dozers,BHP BILLITON IRON ORE,D10T2,DZ8065 - RAB00473,0RAB00473,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,12600,10R7244,10R7244,000,H,31838,,20270131,20270131,Confident,Not Reviewed,000 CAT REMAN,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Wheel Dozers,BHP BILLITON IRON ORE,854K,DZ2234 - RM600267,0RM600267,058901,1000,00,RB,0,1000.00.RB.0 ENGINE / 20R4346 + Engine Brake to Spec CAT NEW,15000,14009,3402665X,3402665X,501,H,33883,,20260820,20260930,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,NH- Per Pex BO 24/3/26,4519335483
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Loaders,BHP BILLITON IRON ORE,988K,WL5388 - L8X00229,0L8X00229,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,15000,14236,3760678X,3760678X,501,H,30874,,20261109,20260731,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Master Sales Status Report April 2024 - TRO; Sep 2023 Rolling Changeout - MSC;,
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Loaders,BHP BILLITON IRON ORE,988K,WL5389 - L8X00245,0L8X00245,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,15000,14848,3760678X,3760678X,501,H,31178,,20260914,20260531,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Dozers,BHP BILLITON IRON ORE,D10T2,DZ8039 - RAB00238,0RAB00238,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,22256,10R7244,10R7244,000,H,40534,,20260831,20260831,Confident,Not Reviewed,000 CAT REMAN,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Dozers,BHP BILLITON IRON ORE,D10T2,DZ8040 - RAB00239,0RAB00239,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,19816,10R7244,10R7244,000,H,36951,,20260930,20260930,Confident,Not Reviewed,000 CAT REMAN,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST OCT 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Parked Equipment,BHP BILLITON IRON ORE,793F,DT5278 - SSP01040,0SSP01040,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,16627,5632134X,5632134X,501,H,82869,,20270329,20270630,Confident,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TROPer WAIO Engine 793F Forecast April 2024 TRO;Per CSM Master Sales Status Report April 2024 - TRO; Per WAIO 793F Engine Report March 2024 - MSC; Per Feb Rolling Changeouts 5/3 - TRO,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Parked Equipment,BHP BILLITON IRON ORE,793F CMD,DT5281 - SSP01051,0SSP01051,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,13130,5632134X,20R8757,000,H,82295,,20260807,20260807,Confident,Not Reviewed,000 CAT REMAN,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  BHP RLEP DATE AND PART NUMBERPer CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;BHP RLEP DATE AND PART NUMBER DO NOT DELETEBHP RLEP DATE AND PART NUMBER DO NOT DELETE BHP RLEP DATE AND PART NUMBER DO NOT DELETE;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Wheel Dozers,BHP BILLITON IRON ORE,854K,DZ2224 - RM300252,0RM300252,058901,1000,00,RB,0,1000.00.RB.0 ENGINE / 20R4346 + Engine Brake to Spec CAT NEW,15000,17445,3402665X,3402665X,501,H,51112,,20260702,20260831,Unlikely,Not Reviewed,503 PEX CONTRACT,,,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5484 - RBT00335,0RBT00335,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,23212,5632134X,5632134X,501,H,54105,,20270831,20270930,Confident,Not Reviewed,503 PEX CONTRACT,,NH- BHP 793 ENGINE FORECAST APRIL2026 - Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TROPer WAIO Engine 793F Forecast April 2024 TRO;Per WAIO 793F Engine Report March 2024 - MSC; Per 793F Engine Forecast Aug 2023 - MSC Done 05/08/2023 @ 23904hrs in Aug Rolling sheet - Per August 2023 Overdue Report - MSC,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5485 - RBT00336,0RBT00336,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,23956,5632134X,5632134X,501,H,54041,,20270804,20270930,Confident,Not Reviewed,503 PEX CONTRACT,,NH- BHP 793 ENGINE FORECAST APRIL2026 - Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TROPer WAIO Engine 793F Forecast April 2024 TRO;Per WAIO 793F Engine Report March 2024 - MSC; Per 793F Engine Forecast Aug 2023 - MSC,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Trucks,BHP BILLITON IRON ORE,793D,PM8508 - FDB02102,0FDB02102,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,4903,20R6115,20R6115,000,H,6767,,20270531,20270531,Confident,Not Reviewed,000 CAT REMAN,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,785D,WT3442 - DMC00239,0DMC00239,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,19640,3659313X,3659313X,501,H,19088,,20260729,20260731,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,NH - Pex BO 270726,4519577298
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Loaders,BHP BILLITON IRON ORE,994K,WL7114 - MRK00331,0MRK00331,058901,1000,00,RB,0,1000.00.RB.0 ENGINE CHANGEOUT,20000,14865,4998893X,4998893X,503,H,49985,,20271130,20271130,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Loaders,BHP BILLITON IRON ORE,994K,WL7119 - MM900361,0MM900361,058901,1000,00,RB,0,1000.00.RB.0 ENGINE OVERHAUL - CRC BASE BUILD,20000,22451,4998893X,4998893X,501,H,23640,,20261112,20261130,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,NH - Bulk PEX BO June26Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Master Sales Status Report April 2024 - TRO;,4519763547
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Watercarts,BHP BILLITON IRON ORE,785DWC,WT3440 - DMC00242,0DMC00242,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,22135,5612194X,5612194X,503,H,20506,,20260531,20260531,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Parked Equipment,BHP BILLITON IRON ORE,785DWC,WT3446 - DMC00246,0DMC00246,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,14387,5612194X,5612194X,503,H,16855,,20270228,20270228,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Yandi,BHP-Yandi-Dozers,BHP BILLITON IRON ORE,D11T,TC9012 - GEB00396,0GEB00396,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,15368,2465627X,2465627X,501,H,67216,,20270228,20270228,Confident,Not Reviewed,445 CUSTOMER OWNED,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5145 - SSP00467,0SSP00467,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,21582,5632134X,5632134X,501,H,94519,,20260831,20261231,Confident,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TROPer WAIO Engine 793F Forecast April 2024 TRO;Per CSM Master Sales Status Report April 2024 - TRO; Per WAIO 793F Engine Report March 2024 - MSC; Per 793F Engine Forecast Aug 2023 - MSC Per 793F Engine Forecast Data from CSM July 2023 - MSC,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5149 - SSP00476,0SSP00476,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,17601,5632134X,5632134X,501,H,101289,,20270510,20270731,Confident,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TROPer WAIO Engine 793F Forecast April 2024 TRO;Per CSM Master Sales Status Report April 2024 - TRO; Per Feb Rolling Changeouts 5/3 - TRO,
WA - BHP Billiton,BHP-Yandi,BHP-Yandi-Watercarts,BHP BILLITON IRON ORE,785DWC,WT3071 - DMC00132,0DMC00132,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,15099,5612194X,5612194X,503,H,70964,,20270731,20270731,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO;,
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Watercarts,BHP BILLITON IRON ORE,785DWC,WT3074 - DMC00134,0DMC00134,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,24171,5612194X,5612194X,503,H,60268,,20260228,20260228,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Graders,BHP BILLITON IRON ORE,16M,GR6011 - R9H00695,0R9H00695 ,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,14000,8859,10R9966,10R9966,000,H,56162,,20271031,20271031,Confident,Not Reviewed,000 CAT REMAN,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TRO,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Parked Equipment,BHP BILLITON IRON ORE,793F,DT5217 - SSP00845,0SSP00845,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,20360,5632134X,5632134X,503,H,89670,,20261019,20261130,Confident,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TROPer WAIO Engine 793F Forecast April 2024 TRO;Per CSM Master Sales Status Report April 2024 - TRO; Per WAIO 793F Engine Report March 2024 - MSC; Per 793F Engine Forecast Aug 2023 - MSC,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5210 - RBT00124 CMD,0RBT00124,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,5177,5632134X,20R8757,000,H,90953,,20260411,20260411,Sale Confirmed,Not Reviewed,000 CAT REMAN,,RLEP,MR09340
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Dozers,BHP BILLITON IRON ORE,D10T,DZ8019 - RJG04423,0RJG04423,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,11925,2712219X,2712219X,501,H,62946,,20271031,20271031,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Dozers,BHP BILLITON IRON ORE,D10T,DZ8021 - RJG04363,0RJG04363,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,14287,2712219X,2712219X,501,H,52878,,20260831,20260831,Confident,Not Reviewed,445 CUSTOMER OWNED,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPer CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Dozers,BHP BILLITON IRON ORE,D10T,DZ8025 - RJG04593,0RJG04593,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,9764,2712219X,2712219X,501,H,63361,,20271130,20271130,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Dozers,BHP BILLITON IRON ORE,D10T,DZ8026 - RJG04600,0RJG04600,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,9744,2712219X,2712219X,501,H,62121,,20271130,20271130,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Dozers,BHP BILLITON IRON ORE,D10T,DZ8027 - RJG04592,0RJG04592,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,13846,2712219X,2712219X,501,H,56864,,20270131,20270131,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Dozers,BHP BILLITON IRON ORE,D10T,DZ8031 - RJG04601,0RJG04601,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,11208,2712219X,2712219X,501,H,59249,,20271031,20271031,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Yandi,BHP-Yandi-Dozers,BHP BILLITON IRON ORE,D10T,DZ8003 - RJG02946,0RJG02946,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,21388,2712219X,2712219X,501,H,60312,,20260131,20260131,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST OCT 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Parked Equipment,BHP BILLITON IRON ORE,D10T,DZ8004 - RJG03061,0RJG03061,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,16000,15731,2712219X,2712219X,501,H,54513,,20260630,20260630,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5249 - RBT00166 CMD,0RBT00166,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,14690,5632134X,5632134XCCR,503,H,80891,,20260425,20260425,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,"Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  BHP RLEP DATE AND PART NUMBERPer CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;BHP RLEP DATE AND PART NUMBER DO NOT DELETEBHP RLEP DATE AND PART NUMBER DO NOT DELETE BHP RLEP DATE & PART NUMBER DO NOT DELETE Pushed to Next Occurance Date after CCR build, post RLEP occurance (re-update only upon CSM review); Per WAIO Engine 793F Forecast April 2024 TRO;Per WAIO 793F Engine Report March 2024 - MSC; PEX B/O Report 02.01.2024 - NH",MR09343
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5251 - RBT00168 CMD,0RBT00168,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,2339,5632134X,20R8757,000,H,106588,,20290903,20260521,Unknown,Not Reviewed,000 CAT REMAN,,,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Graders,BHP BILLITON IRON ORE,18,GR6287 - NN600250,0NN600250,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,14500,1936,30R0237,30R0237,000,H,30129,,20310910,20260531,Unknown,Not Reviewed,000 CAT REMAN,,,
WA - BHP Billiton,BHP-Yandi,BHP-Yandi-Trucks,BHP BILLITON IRON ORE,793D,DT5348 - FDB00542,0FDB00542,058921,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,90774,20R6115,20R6115,000,H,95393,,20280316,20270731,Unknown,Not Reviewed,000 CAT REMAN,,NH- BHP 793 ENGINE FORECAST APRIL2026 - Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TRO,
WA - BHP Billiton,BHP-Yandi,BHP-Yandi-Trucks,BHP BILLITON IRON ORE,793D,DT5347 - FDB00539,0FDB00539,058921,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,94720,20R6115,20R6115,000,H,96957,,20270531,20270630,Unknown,Not Reviewed,000 CAT REMAN,,NH- BHP 793 ENGINE FORECAST APRIL2026 - Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TRO,
WA - BHP Billiton,BHP-Yandi,BHP-Yandi-Trucks,BHP BILLITON IRON ORE,793D,DT5346 - FDB00481,0FDB00481,058921,1000,00,RB,0,1000.00.RB.0 ENGINE,20000,92454,20R6115,20R6115,000,H,98978,,20281103,20260531,Unknown,Not Reviewed,000 CAT REMAN,,NH- BHP 793 ENGINE FORECAST APRIL2026 - Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5128 - SSP00400,0SSP00400,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,11828,5632134X,5632134X,501,H,104199,,20280109,20270630,Confident,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TRO,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5130 - SSP00406,0SSP00406,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,9424,5632134X,5632134X,501,H,106900,,20280315,20270831,Confident,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Yandi,BHP-Yandi-Parked Equipment,BHP BILLITON IRON ORE,793F,DT5131 - SSP00407,0SSP00407,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,13586,5632134X,5632134X,501,H,94927,,20270731,20270731,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per WAIO 793F Forecast Mar 25 - TRO,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Parked Equipment,BHP BILLITON IRON ORE,793F,DT5135 - SSP00425,0SSP00425,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,20759,5632134X,5632134X,501,H,97840,,20261116,20261130,Confident,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TROPer WAIO Engine 793F Forecast April 2024 TRO;Per CSM Master Sales Status Report April 2024 - TRO; Per WAIO 793F Engine Report March 2024 - MSC; Rolling Changout October Report - NIH,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5140 - SSP00429,0SSP00429,058901,1000,00,RB,0,1000.00.RB.0 ENGINE,24000,16951,5632134X,5632134X,501,H,102765,,20270607,20270430,Confident,Not Reviewed,503 PEX CONTRACT,,Per WAIO 793 Forecast Nov 25 - TROPer CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per WAIO 793F Forecast Mar 25 - TROPer CSM Master Sales Status Report April 2024 - TRO; Per CSM Changeout Data March 2024 - TRO;,
